,date,hr,weather,temperature,feels-like-temperature,relative-humidity,windspeed,psi,guest-users,registered-users
5582,2011-08-25,12,light snow/rain,105.6,140.0,79.0,0.0,30,63,415
5583,2011-08-25,13,clear,105.6,140.0,79.0,7.0,16,50,393
5584,2011-08-25,14,cloudy,107.3,143.6,74.0,0.0,5,191,1121
5585,2011-08-25,15,cloudy,109.0,143.6,70.0,0.0,47,194,1350
5586,2011-08-25,16,clear,107.3,145.4,84.0,0.0,18,111,1366
5587,2011-08-25,17,clear,107.3,145.4,84.0,0.0,10,195,3687
5588,2011-08-25,18,loudy,107.3,145.4,84.0,9.0,14,215,4902
5589,2011-08-25,19,loudy,102.2,132.8,78.0,22.0,17,219,3134
5590,2011-08-25,20,clear,100.5,131.0,78.0,24.0,46,230,2493
5591,2011-08-25,21,clear,100.5,131.0,78.0,19.0,46,204,2055
5592,2011-08-25,22,clear,98.9,129.2,83.0,0.0,11,149,1636
5593,2011-08-25,23,clear,98.9,129.2,83.0,6.0,22,106,902
5594,2011-08-26,0,clear,98.9,129.2,83.0,9.0,12,65,544
5595,2011-08-26,1,clear,98.9,129.2,83.0,0.0,24,68,164
5596,2011-08-26,2,clear,98.9,127.4,88.0,9.0,40,28,204
5597,2011-08-26,3,clear,97.2,125.6,88.0,7.0,33,22,100
5598,2011-08-26,4,clear,98.9,127.4,88.0,0.0,28,14,73
5599,2011-08-26,5,cloudy,98.9,127.4,88.0,0.0,13,22,303
5600,2011-08-26,6,clear,98.9,127.4,88.0,0.0,2,35,1300
5601,2011-08-26,7,clear,100.5,129.2,83.0,0.0,19,19,3416
5602,2011-08-26,8,lear,102.2,132.8,83.0,7.0,18,117,5026
5603,2011-08-26,9,clear,105.6,140.0,74.0,0.0,47,274,2485
5604,2011-08-26,10,clear,109.0,143.6,66.0,6.0,39,236,1157
5605,2011-08-26,11,cloudy,110.7,145.4,62.0,0.0,17,441,1966
5606,2011-08-26,12,cloudy,110.7,147.2,66.0,7.0,13,491,2246
5607,2011-08-26,13,cloudy,112.4,149.0,59.0,7.0,7,503,2145
5608,2011-08-26,14,clear,114.1,152.6,59.0,0.0,42,384,2128
5609,2011-08-26,15,cloudy,114.1,152.6,59.0,13.0,15,371,2549
5610,2011-08-26,16,clear,112.4,149.0,62.0,7.0,34,351,3812
5611,2011-08-26,17,clear,109.0,145.4,74.0,17.0,15,390,5631
5612,2011-08-26,18,cloudy,109.0,145.4,74.0,9.0,2,281,4805
5613,2011-08-26,19,clear,107.3,143.6,79.0,7.0,17,383,3055
5614,2011-08-26,20,clear,107.3,143.6,79.0,6.0,8,273,2383
5615,2011-08-26,21,clear,107.3,143.6,79.0,11.0,7,267,1979
5616,2011-08-26,22,clear,107.3,143.6,79.0,7.0,4,180,1640
5617,2011-08-26,23,clear,105.6,140.0,84.0,6.0,49,155,1479
5618,2011-08-27,0,clear,105.6,140.0,84.0,7.0,27,233,1456
5619,2011-08-27,1,clear,105.6,140.0,84.0,11.0,1,90,660
5620,2011-08-27,2,clear,105.6,140.0,84.0,13.0,4,127,765
5621,2011-08-27,3,cloudy,105.6,140.0,84.0,15.0,35,55,290
5622,2011-08-27,4,cloudy,105.6,140.0,84.0,15.0,44,7,44
5623,2011-08-27,5,cloudy,105.6,140.0,84.0,20.0,35,6,140
5624,2011-08-27,6,cloudy,105.6,140.0,84.0,20.0,37,19,191
5625,2011-08-27,7,cloudy,105.6,140.0,84.0,24.0,40,13,341
5626,2011-08-27,8,cloudy,105.6,140.0,84.0,17.0,0,96,810
5627,2011-08-27,9,cloudy,105.6,140.0,84.0,28.0,5,197,1665
5628,2011-08-27,10,cloudy,105.6,140.0,79.0,31.0,14,358,1997
5629,2011-08-27,11,light snow/rain,102.2,131.0,89.0,28.0,28,104,946
5630,2011-08-27,12,light snow/rain,102.2,132.8,83.0,33.0,14,79,843
5631,2011-08-27,13,light snow/rain,102.2,132.8,83.0,26.0,5,71,427
5632,2011-08-27,14,LIGHT SNOW/RAIN,100.5,129.2,89.0,37.0,45,30,244
5633,2011-08-27,15,light snow/rain,100.5,129.2,89.0,37.0,4,16,362
5634,2011-08-27,16,light snow/rain,100.5,129.2,89.0,35.0,49,70,185
5635,2011-08-27,17,light snow/rain,100.5,129.2,89.0,56.0,12,16,181
5636,2011-08-28,7,light snow/rain,98.9,129.2,83.0,24.0,20,0,10
5637,2011-08-28,8,light snow/rain,98.9,129.2,83.0,28.0,11,13,80
5638,2011-08-28,9,clear,102.2,134.6,74.0,28.0,20,49,599
5639,2011-08-28,10,clear,105.6,138.2,61.0,41.0,43,188,1490
5640,2011-08-28,11,clear,105.6,138.2,57.99999999999999,26.0,7,413,2316
5641,2011-08-28,12,clear,109.0,140.0,51.0,26.0,32,614,2830
5642,2011-08-28,13,clear,110.7,141.8,45.0,24.0,20,905,3925
5643,2011-08-28,14,clear,112.4,143.6,43.0,28.0,31,1098,3774
5644,2011-08-28,15,clear,112.4,143.6,43.0,24.0,32,1085,4085
5645,2011-08-28,16,clear,114.1,145.4,36.0,26.0,36,1374,3834
5646,2011-08-28,17,clear,110.7,141.8,40.0,20.0,1,1014,3286
5647,2011-08-28,18,clear,109.0,140.0,42.0,15.0,34,1015,3337
5648,2011-08-28,19,lear,107.3,140.0,48.0,7.0,4,978,3208
5649,2011-08-28,20,clear,107.3,138.2,45.0,7.0,18,450,1945
5650,2011-08-28,21,clear,102.2,134.6,61.0,9.0,37,419,1641
5651,2011-08-28,22,clear,100.5,132.8,69.0,7.0,33,177,945
5652,2011-08-28,23,clear,98.9,131.0,73.0,7.0,45,113,622
5653,2011-08-29,0,clear,98.9,131.0,73.0,7.0,36,89,270
5654,2011-08-29,1,clear,97.2,131.0,69.0,7.0,2,36,194
5655,2011-08-29,2,clear,97.2,131.0,69.0,13.0,8,55,61
5656,2011-08-29,3,clear,97.2,131.0,69.0,7.0,6,8,64
5657,2011-08-29,4,clear,93.8,123.8,68.0,9.0,35,2,38
5658,2011-08-29,5,lear,93.8,123.8,73.0,9.0,38,-1,222
5659,2011-08-29,6,clear,93.8,123.8,73.0,9.0,26,22,1291
5660,2011-08-29,7,clear,97.2,132.8,60.0,15.0,35,79,3552
5661,2011-08-29,8,clear,98.9,134.6,56.99999999999999,17.0,27,142,4995
5662,2011-08-29,9,lear,98.9,134.6,53.0,17.0,30,152,2161
5663,2011-08-29,10,clear,102.2,134.6,47.0,15.0,29,293,948
5664,2011-08-29,11,clear,102.2,134.6,47.0,11.0,28,264,1304
5665,2011-08-29,12,cloudy,103.9,136.4,44.0,11.0,32,335,2072
5666,2011-08-29,13,cloudy,105.6,136.4,39.0,0.0,27,334,2213
5667,2011-08-29,14,clear,105.6,136.4,42.0,0.0,10,385,1650
5668,2011-08-29,15,clear,105.6,136.4,42.0,11.0,49,390,2136
5669,2011-08-29,16,clear,107.3,138.2,42.0,11.0,25,392,2940
5670,2011-08-29,17,cloudy,105.6,136.4,47.0,15.0,44,470,6814
5671,2011-08-29,18,clear,102.2,134.6,47.0,17.0,28,418,6328
5672,2011-08-29,19,clear,102.2,134.6,47.0,17.0,24,349,4126
5673,2011-08-29,20,clear,100.5,134.6,53.0,11.0,45,351,2951
5674,2011-08-29,21,clear,100.5,134.6,53.0,13.0,44,237,2180
5675,2011-08-29,22,clear,98.9,134.6,56.99999999999999,9.0,29,163,1549
5676,2011-08-29,23,clear,97.2,132.8,60.0,6.0,35,134,733
5677,2011-08-30,0,clear,93.8,123.8,73.0,9.0,25,70,221
5678,2011-08-30,1,clear,93.8,123.8,68.0,7.0,38,44,92
5679,2011-08-30,2,clear,92.1,122.0,73.0,7.0,14,15,109
5680,2011-08-30,3,clear,92.1,122.0,73.0,13.0,38,16,21
5681,2011-08-30,4,clear,90.4,120.2,77.0,11.0,13,2,77
5682,2011-08-30,5,clear,90.4,120.2,77.0,6.0,21,8,350
5683,2011-08-30,6,clear,92.1,122.0,73.0,7.0,49,30,1495
5684,2011-08-30,7,clear,93.8,123.8,68.0,9.0,43,132,4394
5685,2011-08-30,8,clear,98.9,134.6,56.99999999999999,9.0,41,239,5968
5686,2011-08-30,9,clear,102.2,134.6,50.0,15.0,26,267,2343
5687,2011-08-30,10,clear,105.6,136.4,39.0,15.0,32,197,1416
5688,2011-08-30,11,clear,107.3,138.2,37.0,13.0,12,421,1496
5689,2011-08-30,12,clear,107.3,138.2,37.0,0.0,22,454,2233
5690,2011-08-30,13,lear,109.0,138.2,35.0,7.0,39,413,2214
5691,2011-08-30,14,clear,109.0,138.2,33.0,11.0,33,407,1959
5692,2011-08-30,15,lear,109.0,138.2,35.0,15.0,48,240,2110
5693,2011-08-30,16,CLEAR,109.0,138.2,37.0,11.0,20,294,3835
5694,2011-08-30,17,clear,107.3,138.2,42.0,13.0,25,434,7138
5695,2011-08-30,18,clear,105.6,136.4,45.0,11.0,26,420,6704
5696,2011-08-30,19,clear,102.2,134.6,50.0,6.0,9,478,5162
5697,2011-08-30,20,clear,102.2,134.6,50.0,0.0,6,274,3366
5698,2011-08-30,21,clear,100.5,132.8,65.0,6.0,19,299,2343
5699,2011-08-30,22,clear,98.9,132.8,61.0,0.0,49,156,1578
5700,2011-08-30,23,clear,98.9,132.8,61.0,0.0,31,135,967
5701,2011-08-31,0,clear,97.2,131.0,69.0,0.0,13,57,311
5702,2011-08-31,1,clear,97.2,131.0,69.0,0.0,19,16,169
5703,2011-08-31,2,clear,93.8,123.8,73.0,0.0,31,8,61
5704,2011-08-31,3,lear,93.8,123.8,78.0,0.0,24,12,57
5705,2011-08-31,4,clear,93.8,123.8,73.0,0.0,1,2,68
5706,2011-08-31,5,clear,92.1,122.0,83.0,6.0,0,12,328
5707,2011-08-31,6,clear,92.1,122.0,77.0,0.0,38,29,1394
5708,2011-08-31,7,clear,97.2,129.2,78.0,0.0,12,84,4105
5709,2011-08-31,8,clear,98.9,132.8,69.0,0.0,6,187,5721
5710,2011-08-31,9,clear,100.5,132.8,69.0,6.0,20,189,2825
5711,2011-08-31,10,clear,105.6,136.4,45.0,7.0,8,230,1370
5712,2011-08-31,11,clear,107.3,138.2,42.0,9.0,12,197,1856
5713,2011-08-31,12,clear,109.0,140.0,43.0,9.0,20,475,2501
5714,2011-08-31,13,clear,109.0,138.2,37.0,7.0,44,272,2361
5715,2011-08-31,14,clear,109.0,138.2,40.0,9.0,49,338,1924
5716,2011-08-31,15,clear,109.0,138.2,40.0,9.0,15,239,1796
5717,2011-08-31,16,clear,109.0,140.0,42.0,9.0,47,321,3424
5718,2011-08-31,17,clear,107.3,138.2,45.0,9.0,12,581,6823
5719,2011-08-31,18,clear,105.6,138.2,51.0,15.0,14,488,6438
5720,2011-08-31,19,clear,117.5,152.6,47.0,17.0,11,373,5113
5721,2011-08-31,20,clear,102.2,134.6,56.99999999999999,9.0,39,211,3362
5722,2011-08-31,21,clear,102.2,134.6,61.0,6.0,2,188,2257
5723,2011-08-31,22,clear,100.5,132.8,69.0,0.0,21,140,1781
5724,2011-08-31,23,clear,97.2,129.2,78.0,7.0,45,169,785
5725,2011-09-01,0,clear,97.2,129.2,78.0,7.0,11,125,424
5726,2011-09-01,1,clear,97.2,131.0,73.0,6.0,22,48,187
5727,2011-09-01,2,clear,95.5,125.6,78.0,6.0,47,97,141
5728,2011-09-01,3,clear,95.5,125.6,78.0,6.0,19,50,88
5729,2011-09-01,4,clear,93.8,123.8,83.0,6.0,19,0,95
5730,2011-09-01,5,clear,93.8,123.8,73.0,6.0,19,9,283
5731,2011-09-01,6,clear,97.2,129.2,78.0,0.0,43,12,1337
5732,2011-09-01,7,clear,97.2,129.2,78.0,0.0,6,51,4354
5733,2011-09-01,8,clear,98.9,131.0,73.0,9.0,35,217,6071
5734,2011-09-01,9,clear,100.5,132.8,69.0,7.0,23,203,2317
5735,2011-09-01,10,clear,103.9,136.4,61.0,9.0,45,323,1198
5736,2011-09-01,11,clear,107.3,140.0,51.0,9.0,2,355,1829
5737,2011-09-01,12,cloudy,107.3,140.0,51.0,9.0,43,446,2146
5738,2011-09-01,13,cloudy,107.3,140.0,48.0,6.0,28,350,2197
5739,2011-09-01,14,light snow/rain,107.3,140.0,54.0,17.0,2,377,1871
5740,2011-09-01,15,clear,107.3,140.0,51.0,9.0,14,275,1756
5741,2011-09-01,16,clear,109.0,140.0,51.0,13.0,48,384,3287
5742,2011-09-01,17,clear,107.3,140.0,54.0,17.0,41,429,7369
5743,2011-09-01,18,clear,107.3,140.0,54.0,15.0,1,484,6009
5744,2011-09-01,19,clear,105.6,138.2,57.99999999999999,11.0,43,553,4729
5745,2011-09-01,20,clear,102.2,134.6,61.0,15.0,48,230,3212
5746,2011-09-01,21,cloudy,102.2,134.6,56.99999999999999,13.0,27,119,2083
5747,2011-09-01,22,cloudy,102.2,134.6,56.99999999999999,15.0,27,236,1881
5748,2011-09-01,23,clear,100.5,132.8,65.0,17.0,24,106,1444
5749,2011-09-02,0,clear,100.5,132.8,65.0,13.0,4,41,754
5750,2011-09-02,1,light snow/rain,98.9,131.0,73.0,7.0,3,30,365
5751,2011-09-02,2,light snow/rain,98.9,131.0,73.0,7.0,49,61,147
5752,2011-09-02,3,cloudy,97.2,127.4,83.0,11.0,25,29,57
5753,2011-09-02,4,clear,97.2,127.4,83.0,6.0,19,16,22
5754,2011-09-02,5,cloudy,97.2,127.4,83.0,9.0,34,-1,255
5755,2011-09-02,6,clear,97.2,127.4,83.0,9.0,30,23,953
5756,2011-09-02,7,clear,97.2,127.4,83.0,7.0,5,44,3291
5757,2011-09-02,8,clear,98.9,131.0,78.0,13.0,43,156,5642
5758,2011-09-02,9,cloudy,98.9,129.2,83.0,7.0,16,209,2465
5759,2011-09-02,10,cloudy,100.5,132.8,76.0,11.0,46,238,1377
5760,2011-09-02,11,cloudy,102.2,134.6,74.0,7.0,46,357,1828
5761,2011-09-02,12,cloudy,102.2,134.6,69.0,15.0,31,574,2311
5762,2011-09-02,13,cloudy,103.9,136.4,65.0,9.0,10,503,2686
5763,2011-09-02,14,cloudy,105.6,138.2,61.0,7.0,10,527,2702
5764,2011-09-02,15,cloudy,105.6,138.2,61.0,17.0,26,482,3599
5765,2011-09-02,16,cloudy,105.6,138.2,61.0,9.0,13,572,3890
5766,2011-09-02,17,cloudy,103.9,136.4,65.0,11.0,11,546,4905
5767,2011-09-02,18,cloudy,103.9,136.4,65.0,13.0,1,351,3966
5768,2011-09-02,19,clear,102.2,134.6,69.0,9.0,10,467,2863
5769,2011-09-02,20,clear,100.5,132.8,73.0,0.0,4,267,2052
5770,2011-09-02,21,cloudy,100.5,132.8,73.0,6.0,34,195,1577
5771,2011-09-02,22,cloudy,100.5,132.8,73.0,11.0,20,231,1481
5772,2011-09-02,23,cloudy,100.5,132.8,73.0,11.0,8,208,885
5773,2011-09-03,0,cloudy,100.5,132.8,73.0,7.0,15,154,844
5774,2011-09-03,1,cloudy,100.5,132.8,69.0,17.0,27,120,745
5775,2011-09-03,2,cloudy,100.5,132.8,69.0,15.0,14,107,333
5776,2011-09-03,3,clear,98.9,131.0,73.0,11.0,32,121,229
5777,2011-09-03,4,clear,98.9,131.0,73.0,11.0,40,20,53
5778,2011-09-03,5,clear,98.9,132.8,69.0,13.0,30,22,120
5779,2011-09-03,6,clear,98.9,131.0,73.0,11.0,23,26,244
5780,2011-09-03,7,clear,98.9,131.0,73.0,13.0,40,37,430
5781,2011-09-03,8,clear,100.5,132.8,69.0,11.0,2,170,842
5782,2011-09-03,9,cloudy,102.2,134.6,69.0,17.0,39,581,1529
5783,2011-09-03,10,light snow/rain,102.2,134.6,65.0,17.0,13,628,2180
5784,2011-09-03,11,light snow/rain,102.2,134.6,69.0,19.0,43,464,1659
5785,2011-09-03,12,clear,105.6,138.2,61.0,15.0,33,679,2084
5786,2011-09-03,13,clear,105.6,138.2,65.0,15.0,16,1071,2602
5787,2011-09-03,14,cloudy,107.3,141.8,66.0,11.0,24,1427,2284
5788,2011-09-03,15,clear,107.3,141.8,70.0,11.0,31,1308,2608
5789,2011-09-03,16,clear,107.3,141.8,70.0,13.0,10,1301,2443
5790,2011-09-03,17,clear,107.3,141.8,70.0,15.0,20,1190,2613
5791,2011-09-03,18,clear,107.3,141.8,70.0,11.0,23,1122,2323
5792,2011-09-03,19,clear,105.6,140.0,74.0,9.0,33,1028,1919
5793,2011-09-03,20,clear,105.6,140.0,79.0,11.0,2,693,1560
5794,2011-09-03,21,clear,103.9,136.4,83.0,9.0,22,497,1211
5795,2011-09-03,22,clear,103.9,136.4,83.0,7.0,12,460,1246
5796,2011-09-03,23,clear,102.2,134.6,85.0,9.0,43,320,1001
5797,2011-09-04,0,clear,102.2,131.0,89.0,13.0,18,233,983
5798,2011-09-04,1,clear,102.2,132.8,83.0,9.0,33,260,495
5799,2011-09-04,2,lear,102.2,132.8,83.0,13.0,31,121,556
5800,2011-09-04,3,clear,100.5,129.2,89.0,13.0,33,140,294
5801,2011-09-04,4,clear,100.5,129.2,83.0,11.0,27,-2,53
5802,2011-09-04,5,clear,100.5,129.2,83.0,9.0,14,7,70
5803,2011-09-04,6,lear,100.5,129.2,84.0,15.0,18,-2,39
5804,2011-09-04,7,clear,102.2,132.8,78.0,13.0,3,69,256
5805,2011-09-04,8,lear,102.2,132.8,78.0,11.0,33,146,633
5806,2011-09-04,9,clear,102.2,132.8,78.0,11.0,35,610,1324
5807,2011-09-04,10,clear,105.6,140.0,74.0,9.0,8,1051,1911
5808,2011-09-04,11,clear,109.0,143.6,70.0,11.0,49,1216,2122
5809,2011-09-04,12,clear,110.7,147.2,66.0,11.0,28,1500,2872
5810,2011-09-04,13,cloudy,112.4,149.0,62.0,19.0,33,1713,2259
5811,2011-09-04,14,clear,112.4,150.8,66.0,22.0,15,1433,2032
5812,2011-09-04,15,clear,112.4,150.8,66.0,19.0,24,1524,2495
5813,2011-09-04,16,clear,114.1,152.6,59.0,15.0,27,1371,1836
5814,2011-09-04,17,clear,110.7,147.2,66.0,15.0,26,1430,2240
5815,2011-09-04,18,lear,110.7,147.2,66.0,13.0,3,1309,2194
5816,2011-09-04,19,clear,109.0,143.6,70.0,13.0,11,1248,1947
5817,2011-09-04,20,clear,109.0,143.6,70.0,20.0,29,727,1627
5818,2011-09-04,21,clear,107.3,143.6,74.0,17.0,41,729,1334
5819,2011-09-04,22,cloudy,107.3,143.6,74.0,19.0,9,489,1107
5820,2011-09-04,23,cloudy,107.3,141.8,70.0,11.0,46,320,749
5821,2011-09-05,0,cloudy,105.6,140.0,74.0,15.0,43,215,854
5822,2011-09-05,1,cloudy,103.9,136.4,79.0,7.0,2,131,454
5823,2011-09-05,2,cloudy,103.9,136.4,79.0,11.0,2,121,282
5824,2011-09-05,3,cloudy,103.9,136.4,74.0,20.0,11,28,151
5825,2011-09-05,4,cloudy,103.9,136.4,69.0,19.0,4,22,61
5826,2011-09-05,5,cloudy,102.2,134.6,74.0,11.0,44,16,48
5827,2011-09-05,6,cloudy,102.2,134.6,74.0,9.0,8,44,70
5828,2011-09-05,7,clear,102.2,134.6,74.0,11.0,25,75,390
5829,2011-09-05,8,cloudy,102.2,132.8,78.0,13.0,9,317,728
5830,2011-09-05,9,light snow/rain,103.9,136.4,74.0,11.0,35,443,1154
5831,2011-09-05,10,cloudy,105.6,138.2,70.0,11.0,35,748,1779
5832,2011-09-05,11,cloudy,105.6,140.0,74.0,11.0,33,706,2694
5833,2011-09-05,12,cloudy,107.3,141.8,70.0,13.0,6,986,2756
5834,2011-09-05,13,cloudy,109.0,143.6,70.0,9.0,41,1076,3058
5835,2011-09-05,14,clear,109.0,143.6,70.0,11.0,40,1013,2753
5836,2011-09-05,15,cloudy,103.9,136.4,79.0,19.0,23,779,1846
5837,2011-09-05,16,cloudy,103.9,136.4,79.0,19.0,46,644,2498
5838,2011-09-05,17,cloudy,102.2,131.0,89.0,7.0,29,261,1005
5839,2011-09-05,18,clear,102.2,131.0,89.0,6.0,28,217,1201
5840,2011-09-05,19,light snow/rain,102.2,131.0,94.0,7.0,38,364,1602
5841,2011-09-05,20,light snow/rain,102.2,131.0,94.0,17.0,43,182,723
5842,2011-09-05,21,cloudy,102.2,131.0,94.0,20.0,13,141,520
5843,2011-09-05,22,cloudy,97.2,125.6,88.0,39.0,7,104,633
5844,2011-09-05,23,light snow/rain,93.8,123.8,88.0,26.0,6,21,219
5845,2011-09-06,0,light snow/rain,92.1,122.0,94.0,24.0,34,9,93
5846,2011-09-06,2,light snow/rain,92.1,122.0,94.0,17.0,37,-2,23
5847,2011-09-06,3,light snow/rain,92.1,122.0,94.0,20.0,4,6,-5
5848,2011-09-06,4,cloudy,92.1,122.0,94.0,20.0,26,6,44
5849,2011-09-06,5,light snow/rain,92.1,122.0,88.0,24.0,17,7,257
5850,2011-09-06,6,cloudy,92.1,122.0,88.0,22.0,34,2,936
5851,2011-09-06,7,cloudy,92.1,122.0,83.0,24.0,9,44,2157
5852,2011-09-06,8,light snow/rain,92.1,122.0,83.0,26.0,23,104,4533
5853,2011-09-06,9,cloudy,92.1,122.0,81.0,28.0,34,126,2170
5854,2011-09-06,10,light snow/rain,92.1,122.0,83.0,24.0,33,111,1173
5855,2011-09-06,11,light snow/rain,92.1,122.0,83.0,26.0,19,77,1014
5856,2011-09-06,12,light snow/rain,92.1,122.0,83.0,26.0,26,112,665
5857,2011-09-06,13,light snow/rain,92.1,122.0,88.0,20.0,47,34,313
5858,2011-09-06,14,light snow/rain,92.1,122.0,88.0,19.0,41,23,272
5859,2011-09-06,15,light snow/rain,92.1,122.0,94.0,26.0,49,127,922
5860,2011-09-06,16,light snow/rain,92.1,122.0,94.0,26.0,49,78,1234
5861,2011-09-06,17,cloudy,92.1,122.0,88.0,26.0,16,103,3584
5862,2011-09-06,18,cloudy,92.1,122.0,88.0,26.0,22,156,4562
5863,2011-09-06,19,cloudy,92.1,122.0,88.0,28.0,6,84,3500
5864,2011-09-06,20,light snow/rain,92.1,122.0,88.0,20.0,22,91,1950
5865,2011-09-06,21,light snow/rain,92.1,122.0,88.0,19.0,12,84,1416
5866,2011-09-06,22,cloudy,92.1,122.0,94.0,22.0,21,37,1026
5867,2011-09-06,23,light snow/rain,92.1,122.0,94.0,17.0,20,12,724
5868,2011-09-07,0,cloudy,92.1,122.0,94.0,15.0,8,8,161
5869,2011-09-07,1,light snow/rain,92.1,122.0,94.0,17.0,14,14,37
5870,2011-09-07,2,cloudy,92.1,122.0,94.0,15.0,29,14,54
5871,2011-09-07,3,light snow/rain,93.8,123.8,94.0,9.0,3,9,16
5872,2011-09-07,4,light snow/rain,93.8,123.8,94.0,11.0,41,2,47
5873,2011-09-07,5,cloudy,93.8,123.8,100.0,9.0,0,7,194
5874,2011-09-07,6,light snow/rain,97.2,125.6,88.0,7.0,31,8,961
5875,2011-09-07,7,light snow/rain,97.2,125.6,88.0,6.0,22,19,1081
5876,2011-09-07,8,light snow/rain,98.9,125.6,94.0,6.0,12,65,4146
5877,2011-09-07,9,light snow/rain,97.2,125.6,88.0,9.0,5,97,2292
5878,2011-09-07,10,light snow/rain,97.2,125.6,88.0,9.0,14,21,815
5879,2011-09-07,11,light snow/rain,97.2,122.0,94.0,0.0,32,6,114
5880,2011-09-07,12,light snow/rain,93.8,123.8,94.0,0.0,34,5,278
5881,2011-09-07,13,light snow/rain,97.2,125.6,88.0,0.0,9,13,112
5882,2011-09-07,14,light snow/rain,97.2,122.0,93.0,0.0,20,7,308
5883,2011-09-07,15,light snow/rain,98.9,125.6,94.0,7.0,0,23,710
5884,2011-09-07,16,clear,100.5,129.2,89.0,0.0,24,47,1784
5885,2011-09-07,17,light snow/rain,100.5,129.2,89.0,0.0,2,148,3430
5886,2011-09-07,18,light snow/rain,100.5,129.2,89.0,0.0,25,125,2848
5887,2011-09-07,19,cloudy,100.5,129.2,89.0,0.0,44,97,2752
5888,2011-09-07,20,light snow/rain,100.5,129.2,89.0,6.0,44,21,1204
5889,2011-09-07,21,light snow/rain,100.5,129.2,89.0,6.0,33,27,442
5890,2011-09-07,22,light snow/rain,98.9,125.6,94.0,11.0,41,20,334
5891,2011-09-07,23,light snow/rain,98.9,125.6,94.0,13.0,47,22,272
5892,2011-09-08,0,light snow/rain,97.2,120.2,100.0,13.0,13,20,139
5893,2011-09-08,1,light snow/rain,98.9,125.6,94.0,7.0,21,0,57
5894,2011-09-08,3,light snow/rain,98.9,125.6,94.0,0.0,32,-2,22
5895,2011-09-08,4,cloudy,98.9,125.6,94.0,6.0,1,-1,35
5896,2011-09-08,5,light snow/rain,98.9,125.6,94.0,6.0,41,8,168
5897,2011-09-08,6,LIGHT SNOW/RAIN,98.9,125.6,94.0,11.0,9,9,718
5898,2011-09-08,7,light snow/rain,98.9,125.6,94.0,7.0,14,50,2234
5899,2011-09-08,8,light snow/rain,98.9,125.6,94.0,9.0,14,48,2448
5900,2011-09-08,9,cloudy,98.9,122.0,100.0,17.0,40,28,850
5901,2011-09-08,10,cloudy,100.5,127.4,94.0,7.0,0,55,742
5902,2011-09-08,11,cloudy,100.5,127.4,94.0,15.0,13,111,1071
5903,2011-09-08,12,cloudy,102.2,131.0,94.0,15.0,20,120,1101
5904,2011-09-08,13,cloudy,103.9,136.4,83.0,26.0,22,100,1458
5905,2011-09-08,14,cloudy,105.6,140.0,79.0,24.0,39,106,1369
5906,2011-09-08,15,light snow/rain,102.2,131.0,89.0,20.0,23,170,1500
5907,2011-09-08,16,light snow/rain,100.5,127.4,94.0,19.0,45,34,1962
5908,2011-09-08,17,light snow/rain,100.5,127.4,94.0,19.0,35,76,1331
5909,2011-09-08,18,light snow/rain,100.5,127.4,94.0,24.0,9,15,857
5910,2011-09-08,19,light snow/rain,98.9,122.0,100.0,22.0,2,8,659
5911,2011-09-08,20,cloudy,98.9,125.6,94.0,11.0,47,43,1076
5912,2011-09-08,21,light snow/rain,100.5,127.4,94.0,7.0,31,42,993
5913,2011-09-08,22,light snow/rain,98.9,122.0,100.0,6.0,12,35,843
5914,2011-09-08,23,light snow/rain,98.9,122.0,100.0,6.0,13,0,336
5915,2011-09-09,0,light snow/rain,100.5,127.4,94.0,13.0,8,7,193
5916,2011-09-09,1,cloudy,98.9,122.0,100.0,11.0,21,2,109
5917,2011-09-09,2,cloudy,98.9,122.0,100.0,17.0,18,8,90
5918,2011-09-09,3,cloudy,98.9,125.6,94.0,17.0,7,8,16
5919,2011-09-09,4,light snow/rain,98.9,125.6,94.0,11.0,26,-1,34
5920,2011-09-09,5,cloudy,98.9,125.6,94.0,9.0,38,0,185
5921,2011-09-09,6,cloudy,98.9,122.0,100.0,9.0,38,19,699
5922,2011-09-09,7,light snow/rain,98.9,122.0,100.0,17.0,6,30,1353
5923,2011-09-09,8,light snow/rain,98.9,125.6,94.0,11.0,31,84,3584
5924,2011-09-09,9,light snow/rain,98.9,125.6,94.0,11.0,46,34,1706
5925,2011-09-09,10,cloudy,98.9,122.0,100.0,0.0,5,15,353
5926,2011-09-09,11,cloudy,98.9,125.6,94.0,0.0,24,42,859
5927,2011-09-09,12,clear,100.5,127.4,94.0,0.0,49,28,918
5928,2011-09-09,13,clear,105.6,140.0,79.0,6.0,1,97,1406
5929,2011-09-09,14,clear,107.3,143.6,74.0,6.0,17,203,1547
5930,2011-09-09,15,clear,109.0,143.6,66.0,0.0,26,188,2096
5931,2011-09-09,16,clear,109.0,143.6,66.0,9.0,27,287,3168
5932,2011-09-09,17,clear,105.6,140.0,79.0,17.0,42,376,5858
5933,2011-09-09,18,clear,105.6,140.0,79.0,13.0,11,232,4901
5934,2011-09-09,19,clear,102.2,131.0,89.0,11.0,38,233,4110
5935,2011-09-09,20,clear,100.5,127.4,94.0,6.0,45,212,2337
5936,2011-09-09,21,clear,102.2,131.0,89.0,0.0,42,344,2003
5937,2011-09-09,22,clear,98.9,125.6,94.0,0.0,48,229,1653
